?,판매일자,매장구분,매장코드,매장명,영수증번호,기획구분,판매유형,상품코드,상품명,칼라,칼라명,사이즈,판매구분,대분류,년,월,주차,복종,넘버
398,2024-02-19,직영점,A0025,부산연지점(직),1,정상,일반판매,BHJ4MF023,울패턴스카프,MU,머스타드,F,판매,잡화,2020,10월,4,머플러,023
399,2024-02-19,직영점,A0025,부산연지점(직),2,정상,일반판매,AIB7PT002,단추투턱PT,YE,옐로우,F,판매,의류,2021,2월,7,바지,002
400,2024-02-19,직영점,A0025,부산연지점(직),3,정상,일반판매,AKI3JP003,C-셔링후드숏점퍼,BK,블랙,F,판매,의류,2023,9월,3,점퍼,003
401,2024-02-19,직영점,A0025,부산연지점(직),4,정상,일반판매,AJK3PT010,C-샤이나팔PT,BK,블랙,M,판매,의류,2022,11월,3,바지,010
402,2024-02-20,직영점,A0025,부산연지점(직),1,정상,일반판매,AIC3DP006,S-청일자,DL,진청,M,판매,의류,2021,3월,3,데님,006
403,2024-02-20,직영점,A0025,부산연지점(직),2,정상,일반판매,ALB3DP005,C-SCDXT9-브로디와이드데님,LL,연청,L,판매,의류,2024,2월,3,데님,005
404,2024-02-20,직영점,A0025,부산연지점(직),2,정상,일반판매,ALB3SL003,C-SFPXC0-치즈뒷밴딩부츠컷,BK,블랙,XL,판매,의류,2024,2월,3,바지,003
405,2024-02-20,직영점,A0025,부산연지점(직),3,정상,일반판매,AIC7SK002,조각SK,PP,퍼플,F,판매,의류,2021,3월,7,스커트,002
406,2024-02-20,직영점,A0025,부산연지점(직),3,정상,일반판매,AJB7SK003,망고샤SK,BR,브라운,F,판매,의류,2022,2월,7,스커트,003
407,2024-02-20,직영점,A0025,부산연지점(직),4,정상,일반판매,AKK3PT006,S-시보리기모배기팬츠,BK,블랙,M,판매,의류,2023,11월,3,바지,006
408,2024-02-20,직영점,A0025,부산연지점(직),5,정상,일반판매,ALB3PT001,C-SCCXC0-코튼세미부츠컷,BK,블랙,M,판매,의류,2024,2월,3,바지,001
409,2024-02-20,직영점,A0025,부산연지점(직),5,정상,일반판매,ALB7JK005,J-SC2SHC-제로레더자켓,PK,핑크,F,판매,의류,2024,2월,7,자켓,005
410,2024-02-20,직영점,A0025,부산연지점(직),6,정상,일반판매,AEI1PT302,산토리니 카울팬츠,BK,블랙,L,판매,의류,2017,9월,1,바지,302
411,2024-02-20,직영점,A0025,부산연지점(직),6,정상,일반판매,ALB7WS014,J-OCTSHN-라인퍼프셔츠,SO,소라,F,판매,의류,2024,2월,7,남방,014
412,2024-02-20,직영점,A0025,부산연지점(직),7,정상,일반판매,AIB3PT012,S-데일리트임SL,BK,블랙,S,판매,의류,2021,2월,3,바지,012
413,2024-02-20,직영점,A0025,부산연지점(직),7,정상,일반판매,ALB3CT003,C-SSPSAL-안나트렌치,BE,베이지,F,판매,의류,2024,2월,3,코트,003
414,2024-02-20,직영점,A0025,부산연지점(직),8,기획,일반판매,AKK7TS002,P-폴라기모T,BK,블랙,F,판매,의류,2023,11월,7,티셔츠,002
415,2024-02-20,직영점,A0025,부산연지점(직),8,기획,일반판매,AKL7KT003,P-로제폴라니트,RE,레드,F,판매,의류,2023,12월,7,니트,003
416,2024-02-21,직영점,A0025,부산연지점(직),1,정상,일반판매,BGC3MF009,컬러풀무지SET,MT,민트,F,판매,잡화,2019,3월,3,머플러,009
417,2024-02-21,직영점,A0025,부산연지점(직),2,정상,일반판매,ALB3TS007,C-TCCRHN-베이직단가라티,IV,아이보리,F,판매,의류,2024,2월,3,티셔츠,007
418,2024-02-21,직영점,A0025,부산연지점(직),3,정상,일반판매,ALB3PT001,C-SCCXC0-코튼세미부츠컷,BK,블랙,M,반품,의류,2024,2월,3,바지,001
419,2024-02-21,직영점,A0025,부산연지점(직),3,정상,일반판매,ALB7JK005,J-SC2SHC-제로레더자켓,PK,핑크,F,반품,의류,2024,2월,7,자켓,005
420,2024-02-21,직영점,A0025,부산연지점(직),4,정상,일반판매,ALB7JK005,J-SC2SHC-제로레더자켓,PK,핑크,F,판매,의류,2024,2월,7,자켓,005
421,2024-02-21,직영점,A0025,부산연지점(직),5,정상,일반판매,BGC3MF009,컬러풀무지SET,MT,민트,F,반품,잡화,2019,3월,3,머플러,009
422,2024-02-21,직영점,A0025,부산연지점(직),6,정상,일반판매,AEK2PT702,겟 잇 정장 부츠컷,,네이비,L,판매,의류,2017,11월,2,바지,702
423,2024-02-21,직영점,A0025,부산연지점(직),6,정상,일반판매,AEK2PT702,겟 잇 정장 부츠컷,,네이비,S,판매,의류,2017,11월,2,바지,702
424,2024-02-21,직영점,A0025,부산연지점(직),7,정상,일반판매,AKC3CT001,C-클래식벨트바바리,BE,베이지,F,판매,의류,2023,3월,3,코트,001
425,2024-02-22,직영점,A0025,부산연지점(직),1,정상,일반판매,BKL4GV001,잔꽃포근장갑,XX,XX,F,판매,잡화,2023,12월,4,장갑,001
426,2024-02-22,직영점,A0025,부산연지점(직),2,정상,일반판매,AKK7KT020,J-하이캣자수니트,GR,회색,F,판매,의류,2023,11월,7,니트,020
427,2024-02-22,직영점,A0025,부산연지점(직),3,정상,일반판매,AJB3TS002,Q-스카이단,,네이비,F,판매,의류,2022,2월,3,티셔츠,002
428,2024-02-22,직영점,A0025,부산연지점(직),3,정상,일반판매,AIC3TS030,Q-스트라이프골지T,GE,그린,F,판매,의류,2021,3월,3,티셔츠,030
429,2024-02-23,직영점,A0025,부산연지점(직),1,정상,일반판매,ALC3KT003,C-OCADHN-시스후드니트,GR,회색,F,판매,의류,2024,3월,3,니트,003
430,2024-02-23,직영점,A0025,부산연지점(직),1,정상,일반판매,AHK3CT016,S-테이프라인,SO,소라,F,판매,의류,2020,11월,3,코트,016
431,2024-02-23,직영점,A0025,부산연지점(직),2,정상,일반판매,BKI7BG016,골드지퍼백팩,BK,블랙,F,판매,잡화,2023,9월,7,가방,016
432,2024-02-23,직영점,A0025,부산연지점(직),3,정상,일반판매,AKC3SK012,C-요루캉캉스커트,PK,핑크,F,판매,의류,2023,3월,3,스커트,012
433,2024-02-23,직영점,A0025,부산연지점(직),4,정상,일반판매,AIK3CT009,S-모노BTG,BE,베이지,F,판매,의류,2021,11월,3,코트,009
434,2024-02-23,직영점,A0025,부산연지점(직),4,기획,일반판매,AKI4PT002,M-리엔조거팬츠,,네이비,L,판매,의류,2023,9월,4,바지,002
435,2024-02-23,직영점,A0025,부산연지점(직),4,정상,일반판매,BFI3MF006,꽃송치(롱),BK,블랙,F,판매,잡화,2018,9월,3,머플러,006
436,2024-02-24,직영점,A0025,부산연지점(직),1,정상,일반판매,ALB3TS010,C-TCCRHN-멜로디단가라티,,네이비,F,판매,의류,2024,2월,3,티셔츠,010
437,2024-02-24,직영점,A0025,부산연지점(직),2,정상,일반판매,AJB3KT019,S-토끼큐빅KT,RE,레드,F,판매,의류,2022,2월,3,니트,019
438,2024-02-24,직영점,A0025,부산연지점(직),2,기획,일반판매,AKJ7VT002,J-파스텔덕다운조끼,SO,소라,F,판매,의류,2023,10월,7,베스트,002
439,2024-02-24,직영점,A0025,부산연지점(직),2,정상,일반판매,AJC3KT021,C-라메흐KT,YE,옐로우,F,판매,의류,2022,3월,3,니트,021
440,2024-02-24,직영점,A0025,부산연지점(직),2,정상,일반판매,AJB7JK002,씨드청자켓,DL,진청,F,판매,의류,2022,2월,7,자켓,002
441,2024-02-24,직영점,A0025,부산연지점(직),2,정상,일반판매,ALB3TS016,C-TCJRHN-스트링단맨투맨,IV,아이보리,F,판매,의류,2024,2월,3,티셔츠,016
442,2024-02-24,직영점,A0025,부산연지점(직),2,정상,일반판매,ALB3BL002,S-OSPRHN-푸르미BL,BK,블랙,F,판매,의류,2024,2월,3,블라우스,002
443,2024-02-24,직영점,A0025,부산연지점(직),2,정상,일반판매,ALB3TS001,C-OCCDHN-로이자수후드티,BK,블랙,F,판매,의류,2024,2월,3,티셔츠,001
444,2024-02-24,직영점,A0025,부산연지점(직),2,정상,일반판매,BKG7BG009,버클조임백,RE,레드,F,판매,잡화,2023,7월,7,가방,009
445,2024-02-24,직영점,A0025,부산연지점(직),2,정상,일반판매,AJJ7JK002,숏레더자켓,BK,블랙,F,판매,의류,2022,10월,7,자켓,002
446,2024-02-24,직영점,A0025,부산연지점(직),3,정상,일반판매,AJJ7JK002,숏레더자켓,BK,블랙,F,판매,의류,2022,10월,7,자켓,002
447,2024-02-24,직영점,A0025,부산연지점(직),3,기획,일반판매,AKI4PT002,M-리엔조거팬츠,BK,블랙,L,판매,의류,2023,9월,4,바지,002
448,2024-02-24,직영점,A0025,부산연지점(직),4,정상,일반판매,ALB3TS007,C-TCCRHN-베이직단가라티,RE,레드,F,판매,의류,2024,2월,3,티셔츠,007
449,2024-02-24,직영점,A0025,부산연지점(직),5,정상,일반판매,ALB3WS001,C-SCCSHN-터치뒷주름셔츠,PK,핑크,F,판매,의류,2024,2월,3,남방,001
450,2024-02-24,직영점,A0025,부산연지점(직),6,정상,일반판매,AKL7JP001,P-모드롱덕다운패딩,KH,카키,F,반품,의류,2023,12월,7,점퍼,001
451,2024-02-26,직영점,A0025,부산연지점(직),1,정상,일반판매,AHC3WS019,Q-스티치NB,IV,아이보리,F,판매,의류,2020,3월,3,남방,019
452,2024-02-26,직영점,A0025,부산연지점(직),2,정상,일반판매,AIC3TS015,S-페인트티,YE,옐로우,F,판매,의류,2021,3월,3,티셔츠,015
453,2024-02-26,직영점,A0025,부산연지점(직),3,정상,일반판매,AKB3VT010,S-치즈스마일VT,IV,아이보리,F,판매,의류,2023,2월,3,베스트,010
454,2024-02-26,직영점,A0025,부산연지점(직),4,기획,일반판매,AKI4PT002,M-리엔조거팬츠,,네이비,XL,판매,의류,2023,9월,4,바지,002
455,2024-02-26,직영점,A0025,부산연지점(직),5,정상,일반판매,AJC7WS007,투셔링NB,YE,옐로우,F,판매,의류,2022,3월,7,남방,007
456,2024-02-26,직영점,A0025,부산연지점(직),6,정상,일반판매,AGI3JP001,M-스트링후드롱JP,PP,퍼플,F,판매,의류,2019,9월,3,점퍼,001
457,2024-02-26,직영점,A0025,부산연지점(직),6,정상,일반판매,BKC4MF029,플리츠자석스카프,BE,베이지,F,판매,잡화,2023,3월,4,머플러,029
458,2024-02-26,직영점,A0025,부산연지점(직),6,정상,일반판매,ALB3DP002,C-SCDXC9-이브커팅부츠컷,LL,연청,L,판매,의류,2024,2월,3,데님,002
459,2024-02-27,직영점,A0025,부산연지점(직),1,정상,일반판매,ALB7WS012,J-ECDSON-굿럭데님셔츠,DL,진청,F,판매,의류,2024,2월,7,남방,012
460,2024-02-27,직영점,A0025,부산연지점(직),2,정상,일반판매,ALB3TS008,C-SCCRHN-울절개라운드티,OT,오트밀,F,판매,의류,2024,2월,3,티셔츠,008
461,2024-02-27,직영점,A0025,부산연지점(직),3,정상,일반판매,ALB7JP001,3-SC2DHN-지퍼후드레더점퍼,CM,카멜,F,판매,의류,2024,2월,7,점퍼,001
462,2024-02-27,직영점,A0025,부산연지점(직),4,정상,일반판매,ALB3JP005,C-SCPDHN-에반이중점퍼,PK,핑크,F,판매,의류,2024,2월,3,점퍼,005
463,2024-02-27,직영점,A0025,부산연지점(직),5,정상,일반판매,BKB7BG009,스카이크로스백,BK,블랙,F,판매,잡화,2023,2월,7,가방,009
464,2024-02-27,직영점,A0025,부산연지점(직),6,정상,일반판매,BKB7BG009,스카이크로스백,BK,블랙,F,반품,잡화,2023,2월,7,가방,009
465,2024-02-28,직영점,A0025,부산연지점(직),1,정상,일반판매,AIC7SK007,레이스데이지SK,PP,퍼플,F,판매,의류,2021,3월,7,스커트,007
466,2024-02-28,직영점,A0025,부산연지점(직),2,정상,일반판매,AKK3PT005,C-스타기모통(23),OT,오트밀,L,판매,의류,2023,11월,3,바지,005
467,2024-02-28,직영점,A0025,부산연지점(직),3,정상,일반판매,ALB3PT003,C-SCCXB9-샌드포켓배기,CR,크림,M,판매,의류,2024,2월,3,바지,003
468,2024-02-28,직영점,A0025,부산연지점(직),4,정상,일반판매,ALB3TS012,C-SCCRHN-슬럽라운드긴팔티,WH,화이트,F,판매,의류,2024,2월,3,티셔츠,012
469,2024-02-29,직영점,A0025,부산연지점(직),1,정상,일반판매,BLC4MF005,진주플리츠머플러,YE,옐로우,F,판매,잡화,2024,3월,4,머플러,005
470,2024-02-29,직영점,A0025,부산연지점(직),2,정상,일반판매,AEI2SK201,린츠 롱 드레스 스커트,RE,레드,L,판매,의류,2017,9월,2,스커트,201
471,2024-03-01,직영점,A0025,부산연지점(직),1,정상,일반판매,ALB3TS002,C-OCMDHN-트리밍후드티,PP,퍼플,F,판매,의류,2024,2월,3,티셔츠,002
472,2024-03-01,직영점,A0025,부산연지점(직),2,정상,일반판매,AEI2SK201,린츠 롱 드레스 스커트,DB,다크베이지,M,판매,의류,2017,9월,2,스커트,201
473,2024-03-01,직영점,A0025,부산연지점(직),2,정상,일반판매,AEI2SK201,린츠 롱 드레스 스커트,RE,레드,M,판매,의류,2017,9월,2,스커트,201
474,2024-03-01,직영점,A0025,부산연지점(직),3,정상,일반판매,AJK7JK004,로우체크미들자켓,BE,베이지,F,판매,의류,2022,11월,7,자켓,004
475,2024-03-02,직영점,A0025,부산연지점(직),1,정상,일반판매,AHC3VT015,Q-브블링,MT,민트,F,판매,의류,2020,3월,3,베스트,015
476,2024-03-02,직영점,A0025,부산연지점(직),2,정상,일반판매,AGC3OP061,S-언발프릴원피스,BK,블랙,F,판매,의류,2019,3월,3,원피스,061
477,2024-03-02,직영점,A0025,부산연지점(직),3,기획,일반판매,AKJ7TS001,J-베이직폴라T,BK,블랙,F,판매,의류,2023,10월,7,티셔츠,001
478,2024-03-02,직영점,A0025,부산연지점(직),4,정상,일반판매,AGC3OP061,S-언발프릴원피스,BK,블랙,F,반품,의류,2019,3월,3,원피스,061
479,2024-03-02,직영점,A0025,부산연지점(직),5,정상,일반판매,AHC3CA014,M-샤인롱CD,KH,카키,F,판매,의류,2020,3월,3,가디건,014
480,2024-03-02,직영점,A0025,부산연지점(직),6,정상,일반판매,AGC3OP061,S-언발프릴원피스,BK,블랙,F,판매,의류,2019,3월,3,원피스,061
481,2024-03-02,직영점,A0025,부산연지점(직),7,정상,일반판매,ALB3PT004,C-OSPXT9-브이밴딩통슬랙스,BK,블랙,L,판매,의류,2024,2월,3,바지,004
482,2024-03-03,직영점,A0025,부산연지점(직),1,정상,일반판매,ALB3TS007,C-TCCRHN-베이직단가라티,IV,아이보리,F,판매,의류,2024,2월,3,티셔츠,007
483,2024-03-03,직영점,A0025,부산연지점(직),2,정상,일반판매,ALB3TS007,C-TCCRHN-베이직단가라티,IV,아이보리,F,반품,의류,2024,2월,3,티셔츠,007
484,2024-03-03,직영점,A0025,부산연지점(직),3,정상,일반판매,ALB3TS007,C-TCCRHN-베이직단가라티,IV,아이보리,F,판매,의류,2024,2월,3,티셔츠,007
485,2024-03-03,직영점,A0025,부산연지점(직),3,정상,일반판매,AKC3OP020,S-스트링후드배색OPS,KH,카키,F,판매,의류,2023,3월,3,원피스,020
486,2024-03-03,직영점,A0025,부산연지점(직),4,정상,일반판매,AIC3OP006,S-프랜드원피스,YE,옐로우,F,판매,의류,2021,3월,3,원피스,006
487,2024-03-04,직영점,A0025,부산연지점(직),1,정상,일반판매,ALB3DP002,C-SCDXC9-이브커팅부츠컷,LL,연청,M,판매,의류,2024,2월,3,데님,002
488,2024-03-04,직영점,A0025,부산연지점(직),2,정상,일반판매,ALB3PT006,C-SFCXC9-포켓조거,BK,블랙,S,판매,의류,2024,2월,3,바지,006
489,2024-03-04,직영점,A0025,부산연지점(직),3,정상,일반판매,KIB3AK001,KS-두줄레스후드,IV,아이보리,F,판매,이벤트상품,2021,2월,3,스크래치특가,001
490,2024-03-04,직영점,A0025,부산연지점(직),4,정상,일반판매,ALB3PT002,C-SCCXT0-캔디와이드팬츠,PK,핑크,S,판매,의류,2024,2월,3,바지,002
491,2024-03-04,직영점,A0025,부산연지점(직),5,정상,일반판매,ALB7JK001,J-SCDSON-워시데님자켓,DL,진청,F,판매,의류,2024,2월,7,자켓,001
492,2024-03-05,직영점,A0025,부산연지점(직),1,정상,20% 할인(직원할인),ALB3SL003,C-SFPXC0-치즈뒷밴딩부츠컷,BK,블랙,L,판매,의류,2024,2월,3,바지,003
493,2024-03-05,직영점,A0025,부산연지점(직),1,정상,20% 할인(직원할인),ALB7WS012,J-ECDSON-굿럭데님셔츠,DL,진청,F,판매,의류,2024,2월,7,남방,012
494,2024-03-05,직영점,A0025,부산연지점(직),2,정상,일반판매,AJD3JK002,C-브레드JK,,네이비,F,판매,의류,2022,4월,3,자켓,002
495,2024-03-05,직영점,A0025,부산연지점(직),3,정상,일반판매,ALB3TS009,C-OCJDOC-메디후드맨투맨,PP,퍼플,F,판매,의류,2024,2월,3,티셔츠,009
496,2024-03-05,직영점,A0025,부산연지점(직),4,정상,일반판매,ALB3BL002,S-OSPRHN-푸르미BL,BK,블랙,F,판매,의류,2024,2월,3,블라우스,002
497,2024-03-05,직영점,A0025,부산연지점(직),5,정상,일반판매,AKK4CT001,S-캐시후드핸드메이드,IV,아이보리,F,판매,의류,2023,11월,4,코트,001
498,2024-03-05,직영점,A0025,부산연지점(직),5,정상,일반판매,AHC3JP019,S-시보리야상,BE,베이지,F,판매,의류,2020,3월,3,점퍼,019
499,2024-03-05,직영점,A0025,부산연지점(직),5,정상,일반판매,ALB7JP001,3-SC2DHN-지퍼후드레더점퍼,CM,카멜,F,판매,의류,2024,2월,7,점퍼,001
500,2024-03-06,직영점,A0025,부산연지점(직),1,정상,일반판매,ALB3TS002,C-OCMDHN-트리밍후드티,PP,퍼플,F,판매,의류,2024,2월,3,티셔츠,002
501,2024-03-06,직영점,A0025,부산연지점(직),2,정상,일반판매,ALB3DP010,C-SCDXT0-바니워싱와이드데님,ML,중청,L,판매,의류,2024,2월,3,데님,010
502,2024-03-06,직영점,A0025,부산연지점(직),3,정상,일반판매,AKL3CT001,S-모니크코트(누빔),KH,카키,F,판매,의류,2023,12월,3,코트,001
503,2024-03-06,직영점,A0025,부산연지점(직),3,정상,일반판매,ALB3TS005,C-OCMRHN-스퀘어자수맨투맨,BE,베이지,F,판매,의류,2024,2월,3,티셔츠,005
504,2024-03-06,직영점,A0025,부산연지점(직),3,정상,일반판매,BLC4MF008,실크사각머플러,BE,베이지,F,판매,잡화,2024,3월,4,머플러,008
505,2024-03-06,직영점,A0025,부산연지점(직),3,정상,일반판매,AJB7VT007,베어체인조끼,IV,아이보리,F,판매,의류,2022,2월,7,베스트,007
506,2024-03-06,직영점,A0025,부산연지점(직),4,정상,일반판매,AJB7VT007,베어체인조끼,IV,아이보리,F,반품,의류,2022,2월,7,베스트,007
507,2024-03-06,직영점,A0025,부산연지점(직),5,정상,일반판매,ALB3TS012,C-SCCRHN-슬럽라운드긴팔티,PK,핑크,F,판매,의류,2024,2월,3,티셔츠,012
508,2024-03-06,직영점,A0025,부산연지점(직),6,정상,일반판매,AIB4JK001,Q-조아JK,BE,베이지,F,판매,의류,2021,2월,4,자켓,001
509,2024-03-06,직영점,A0025,부산연지점(직),7,정상,일반판매,ALB7WS012,J-ECDSON-굿럭데님셔츠,DL,진청,F,판매,의류,2024,2월,7,남방,012
510,2024-03-06,직영점,A0025,부산연지점(직),7,정상,일반판매,AKC7SK002,그린플레어스커트,GE,그린,F,판매,의류,2023,3월,7,스커트,002
511,2024-03-06,직영점,A0025,부산연지점(직),7,정상,일반판매,ALB3TS007,C-TCCRHN-베이직단가라티,BK,블랙,F,판매,의류,2024,2월,3,티셔츠,007
512,2024-03-06,직영점,A0025,부산연지점(직),7,정상,일반판매,ALB3TS015,C-SCCFHN-셔링반폴티,PK,핑크,F,판매,의류,2024,2월,3,티셔츠,015
513,2024-03-06,직영점,A0025,부산연지점(직),8,정상,20% 할인(직원할인),ALB3KT001,S-OCARHN-자수꽈니트,PP,퍼플,F,판매,의류,2024,2월,3,니트,001
514,2024-03-06,직영점,A0025,부산연지점(직),9,정상,일반판매,AIC3KT011,Q-박스단보트넥,GE,그린,F,판매,의류,2021,3월,3,니트,011
515,2024-03-07,직영점,A0025,부산연지점(직),1,정상,일반판매,AGB3PT002,F-언발,SO,소라,F,판매,의류,2019,2월,3,바지,002
516,2024-03-07,직영점,A0025,부산연지점(직),2,정상,일반판매,AKK3PT009,C-마벨기모통슬랙스,BK,블랙,L,판매,의류,2023,11월,3,바지,009
517,2024-03-07,직영점,A0025,부산연지점(직),2,정상,일반판매,ALB3CA001,S-GFAVHN-피스디가디건,RE,레드,F,판매,의류,2024,2월,3,가디건,001
518,2024-03-07,직영점,A0025,부산연지점(직),2,정상,일반판매,AKK7KT012,J-무지폴라니트,MO,모카,F,판매,의류,2023,11월,7,니트,012
519,2024-03-07,직영점,A0025,부산연지점(직),2,정상,일반판매,AKI7WS006,J-하프플라워셔츠,BL,블루,F,판매,의류,2023,9월,7,남방,006
520,2024-03-07,직영점,A0025,부산연지점(직),3,정상,일반판매,AEI2SK201,린츠 롱 드레스 스커트,RE,레드,M,판매,의류,2017,9월,2,스커트,201
521,2024-03-07,직영점,A0025,부산연지점(직),3,정상,일반판매,AEH1OP201,헬렌 레트로 페미닌 쉬폰드레스+슬립,BL,블루,M,판매,의류,2017,8월,1,원피스,201
522,2024-03-07,직영점,A0025,부산연지점(직),3,정상,일반판매,AEI2SK201,린츠 롱 드레스 스커트,DB,다크베이지,M,판매,의류,2017,9월,2,스커트,201
523,2024-03-07,직영점,A0025,부산연지점(직),4,정상,일반판매,AKI7ST002,J-팻치반집업SET,BR,브라운,F,판매,의류,2023,9월,7,세트,002
524,2024-03-07,직영점,A0025,부산연지점(직),4,정상,일반판매,ALC7DP002,J-OCDXB9-스타자수데님배기,ML,중청,F,판매,의류,2024,3월,7,데님,002
525,2024-03-07,직영점,A0025,부산연지점(직),5,정상,일반판매,AIC3VT004,S-레이스스트링VT,BE,베이지,F,판매,의류,2021,3월,3,베스트,004
526,2024-03-07,직영점,A0025,부산연지점(직),5,정상,일반판매,ALB3TS012,C-SCCRHN-슬럽라운드긴팔티,WH,화이트,F,판매,의류,2024,2월,3,티셔츠,012
527,2024-03-07,직영점,A0025,부산연지점(직),6,정상,일반판매,ALB3DP009,C-SCDXT9-블랙와이드데님,DD,다크데님,L,판매,의류,2024,2월,3,데님,009
528,2024-03-07,직영점,A0025,부산연지점(직),7,정상,일반판매,ALB7CA001,J-OCASHN-레이어드가디건,PK,핑크,F,판매,의류,2024,2월,7,가디건,001
529,2024-03-07,직영점,A0025,부산연지점(직),8,정상,일반판매,AEK1SK602,스웨이드 캉캉 스커트,MU,머스타드,M,판매,의류,2017,11월,1,스커트,602
530,2024-03-07,직영점,A0025,부산연지점(직),8,정상,일반판매,AEI2JK101,헬렌 레트로 A-line 볼레로 자켓,OR,오렌지,M,판매,의류,2017,9월,2,자켓,101
531,2024-03-07,직영점,A0025,부산연지점(직),9,정상,일반판매,AGC3OP011,C-화양연화,IV,아이보리,F,판매,의류,2019,3월,3,원피스,011
532,2024-03-07,직영점,A0025,부산연지점(직),10,정상,일반판매,AKI3WS009,S-캐릭카라셔츠,GE,그린,F,판매,의류,2023,9월,3,남방,009
533,2024-03-07,직영점,A0025,부산연지점(직),11,정상,일반판매,AKC7PT001,밑단레이스슬랙스,BK,블랙,F,판매,의류,2023,3월,7,바지,001
534,2024-03-07,직영점,A0025,부산연지점(직),11,정상,일반판매,AIK3PT022,Q-마인언발,CG,차콜그레이,M,판매,의류,2021,11월,3,바지,022
535,2024-03-08,직영점,A0025,부산연지점(직),1,정상,일반판매,ALC7CA001,J-OCACHN-줄자수가디건,PK,핑크,F,판매,의류,2024,3월,7,가디건,001
536,2024-03-08,직영점,A0025,부산연지점(직),2,정상,일반판매,AKK3TS012,S-후로피맨투맨,CH,챠콜,F,판매,의류,2023,11월,3,티셔츠,012
537,2024-03-08,직영점,A0025,부산연지점(직),2,정상,일반판매,AKK7KT020,J-하이캣자수니트,GR,회색,F,판매,의류,2023,11월,7,니트,020
538,2024-03-08,직영점,A0025,부산연지점(직),3,정상,일반판매,AKB3BL021,S-다이블BL,GE,그린,F,판매,의류,2023,2월,3,블라우스,021
539,2024-03-08,직영점,A0025,부산연지점(직),4,정상,일반판매,KJJ7AC002,K웨이스롱BL,BE,베이지,F,판매,이벤트상품,2022,10월,7,스크래치특가,002
540,2024-03-08,직영점,A0025,부산연지점(직),4,정상,일반판매,BGC3MF008,패치주름스카프,YE,옐로우,F,판매,잡화,2019,3월,3,머플러,008
541,2024-03-08,직영점,A0025,부산연지점(직),5,정상,일반판매,AKI3WS004,C-워싱체크셔츠,BL,블루,F,판매,의류,2023,9월,3,남방,004
542,2024-03-08,직영점,A0025,부산연지점(직),6,정상,일반판매,ALB3DP010,C-SCDXT0-바니워싱와이드데님,ML,중청,M,판매,의류,2024,2월,3,데님,010
543,2024-03-08,직영점,A0025,부산연지점(직),6,정상,일반판매,ALB7JP001,3-SC2DHN-지퍼후드레더점퍼,CM,카멜,F,판매,의류,2024,2월,7,점퍼,001
544,2024-03-08,직영점,A0025,부산연지점(직),6,정상,일반판매,AEI1CT101,조쉬 오버사이즈 트렌치코트,BK,블랙,M,판매,의류,2017,9월,1,코트,101
545,2024-03-08,직영점,A0025,부산연지점(직),6,정상,일반판매,ALB3TS015,C-SCCFHN-셔링반폴티,PK,핑크,F,판매,의류,2024,2월,3,티셔츠,015
546,2024-03-08,직영점,A0025,부산연지점(직),7,정상,일반판매,ALB7JK003,3-SC2NHC-버튼차이나레더자켓,BE,베이지,F,판매,의류,2024,2월,7,자켓,003
547,2024-03-08,직영점,A0025,부산연지점(직),8,정상,일반판매,AEI2OP604,요세미티 데님 루즈핏 롱 원피스,BL,블루,L,판매,의류,2017,9월,2,원피스,604
548,2024-03-08,직영점,A0025,부산연지점(직),9,정상,일반판매,AEK2PT706,스키니 코팅진 기본 바지,BK,블랙,XL,판매,의류,2017,11월,2,바지,706
549,2024-03-08,직영점,A0025,부산연지점(직),10,정상,일반판매,AKI7KT018,J-어텀브이니트,GE,그린,F,판매,의류,2023,9월,7,니트,018
550,2024-03-08,직영점,A0025,부산연지점(직),10,정상,일반판매,AJJ3JK003,S-버드카라자켓,SB,연한하늘색,F,판매,의류,2022,10월,3,자켓,003
551,2024-03-09,직영점,A0025,부산연지점(직),1,정상,일반판매,BLC7MF001,스프링어깨숄,YE,옐로우,F,판매,잡화,2024,3월,7,머플러,001
552,2024-03-09,직영점,A0025,부산연지점(직),2,정상,일반판매,ALC3KT003,C-OCADHN-시스후드니트,GR,회색,F,판매,의류,2024,3월,3,니트,003
553,2024-03-09,직영점,A0025,부산연지점(직),2,정상,일반판매,AKC3BL015,S-색동패턴BL,PK,핑크,F,판매,의류,2023,3월,3,블라우스,015
554,2024-03-09,직영점,A0025,부산연지점(직),3,정상,일반판매,AEJ1OP501,리옹 후드 슬리브리스 코튼원피스,KH,카키,M,판매,의류,2017,10월,1,원피스,501
555,2024-03-09,직영점,A0025,부산연지점(직),3,정상,일반판매,ALB3TS009,C-OCJDOC-메디후드맨투맨,,네이비,F,판매,의류,2024,2월,3,티셔츠,009
556,2024-03-09,직영점,A0025,부산연지점(직),4,정상,일반판매,AEJ1OP501,리옹 후드 슬리브리스 코튼원피스,KH,카키,M,판매,의류,2017,10월,1,원피스,501
557,2024-03-09,직영점,A0025,부산연지점(직),4,정상,일반판매,AEJ1OP501,리옹 후드 슬리브리스 코튼원피스,KH,카키,L,판매,의류,2017,10월,1,원피스,501
558,2024-03-09,직영점,A0025,부산연지점(직),5,정상,일반판매,ALB7JK007,J-OCDSHC-가든데님자켓,ML,중청,F,판매,의류,2024,2월,7,자켓,007
