상품코드,상품명,사이즈,판매금액,MappedValue,년도,월
AGL3TS064,S-리폼므,Free,29000,티셔츠,2019,12월 1일
AHF3BL005,S-믹스BL,Free,129000,블라우스,2020,6월 1일
AHG3TS012,Q-NC가방비즈,Free,43700,티셔츠,2020,7월 1일
AHF3JK014,S-투톤린넨스트링,Free,151050,자켓,2020,6월 1일
AGI3WS011,S-체크99036,Free,13000,남방,2019,9월 1일
AHG3OP039,Q-라운드,Free,78850,원피스,2020,7월 1일
AHG3PT007,Q-미샤PT,Free,59000,바지,2020,7월 1일
AHF3JP012,S-린넨JP,Free,73000,점퍼,2020,6월 1일
AHC3CA018,Q-튤립가디건,Free,27300,가디건,2020,3월 1일
AHE3BL029,M-양V펀칭레이스,Free,39000,블라우스,2020,5월 1일
AHD3BL015,Q-에르7부,Free,66000,블라우스,2020,4월 1일
AHF3TS002,Q-영문T,Free,38700,티셔츠,2020,6월 1일
AHC3BL049,S-안나수이BL,Free,79000,블라우스,2020,3월 1일
AGI3PT032,S-빅포켓PT,Free,48300,바지,2019,9월 1일
AHG7BL020,문양BL,Free,19000,블라우스,2020,7월 1일
AGL3VT011,시보리터들VT,Free,39000,베스트,2019,12월 1일
AHF3TN011,Z-자전거나시,Free,29700,티셔츠나시,2020,6월 1일
AGJ7WS008,가죽리본셔츠,Free,29000,남방,2019,10월 1일
AHD3JP005,S-마크JP,Free,109000,점퍼,2020,4월 1일
AHE3OP002,M-로라OPS,Free,109000,원피스,2020,5월 1일
AHF3OP036,M-자개나시OPS,Free,21850,원피스,2020,6월 1일
AHG3BL011,Q-올리브무지,Free,79000,블라우스,2020,7월 1일
AHB3JP003,S-카이JK,Free,65100,점퍼,2020,2월 1일
AHE7TS029,영문후드반팔,Free,26100,티셔츠,2020,5월 1일
AHE3JP006,Q-티버리리본JP,Free,116100,점퍼,2020,5월 1일
AHB3TS024,S-MVS포켓빅H,Free,23000,티셔츠,2020,2월 1일
AHF3JP007,M-르후드,Free,93000,점퍼,2020,6월 1일
AHB3TS025,S-시스루,Free,16100,티셔츠,2020,2월 1일
AGL3CT023,S-셀린CT,Free,99000,코트,2019,12월 1일
AHF3WS003,Q-네온사인,Free,39000,남방,2020,6월 1일
AHF3JP006,Q-스트링JP,Free,116100,점퍼,2020,6월 1일
AHD3TS003,Q-날라리R,Free,59000,티셔츠,2020,4월 1일
AHC3BL024,M-리본,Free,44100,블라우스,2020,3월 1일
AHF3TS013,M-크롬단가라V,Free,29700,티셔츠,2020,6월 1일
AHA3KT005,S-P371폴라 ,Free,119000,니트,2020,1월 1일
AHG3DP003,Q-청데님통팬츠,Free,53000,데님,2020,7월 1일
AHE3TS017,M-끈배색BOX,Free,32400,티셔츠,2020,5월 1일
AHE3WS002,M-홀릭NB,Free,44100,남방,2020,5월 1일
AHF3TS021,Q-지컷자수,Free,66000,티셔츠,2020,6월 1일
AGL3WS008,S-카라레스청NB,Free,19000,남방,2019,12월 1일
AHE3KT003,M-포카리R,Free,26000,니트,2020,5월 1일
AHB3DP009,S-센텀일자,L,37100,데님,2020,2월 1일
AGL7VT004,리얼레빗VT,Free,69000,베스트,2019,12월 1일
AHC3CA007,S-스카시롱Y,Free,30100,가디건,2020,3월 1일
AHE3JP002,M-데케후드,Free,149000,점퍼,2020,5월 1일
AHC3JP019,S-시보리야상,Free,138600,점퍼,2020,3월 1일
AGL3PT027,S-포니부츠컷,L,83000,바지,2019,12월 1일
AHE3OP044,Q-끈청OPS,Free,43000,원피스,2020,5월 1일
AHC3CA019,S-화분CD,Free,24570,가디건,2020,3월 1일
AHC3OP029,S-쟈드OPS,Free,90300,원피스,2020,3월 1일
AHG3BL031,S-인타진주체크BL,Free,79000,블라우스,2020,7월 1일
AGJ3TS014,S-에뜨로끈R,Free,49000,티셔츠,2019,10월 1일
AHF7BL022,브이끈BL,Free,49000,블라우스,2020,6월 1일
AGL3CT027,S-울빅포켓코트,Free,49000,코트,2019,12월 1일
AGL3KT015,S-퍼프소매KT,Free,39000,니트,2019,12월 1일
AHA3SK001,Q-비비안SK,Free,59000,스커트,2020,1월 1일
AHE3JP010,S-마배색JP,Free,66000,점퍼,2020,5월 1일
AHC3CT002,Q-레오BBY,Free,90300,코트,2020,3월 1일
AHB3TS032,M-망고반팔,Free,33000,티셔츠,2020,2월 1일
AHE3KT004,Q-해바라기니트T,Free,53000,니트,2020,5월 1일
AHC3PT020,Q-펜디,S,41300,바지,2020,3월 1일
AHF3WS011,Q-린넨캉캉이,Free,109000,남방,2020,6월 1일
AHF3VT014,S-마보브조끼,Free,59000,베스트,2020,6월 1일
AHE3BL009,Q-초이스BL,Free,63000,블라우스,2020,5월 1일
AHE7TS027,키아반팔,Free,33000,티셔츠,2020,5월 1일
AHE3TS026,S-페인팅V,Free,29700,티셔츠,2020,5월 1일
AGI3BN001,S-G126,Free,19000,블라우스나시,2019,9월 1일
AHE3BL006,Q-펀칭나염BL,Free,44100,블라우스,2020,5월 1일
AHF7WS008,알파청NB,Free,59000,남방,2020,6월 1일
AHB3WS009,S-5022청배색후드,Free,39000,남방,2020,2월 1일
AHE3WS008,Q-테이프NB,Free,69000,남방,2020,5월 1일
AHF7OP010,지퍼후디OP,Free,69000,원피스,2020,6월 1일
AHH7DP002,리본패치청,Free,46200,데님,2020,8월 1일
AGL3OP026,M-옆끈OPS,Free,33000,원피스,2019,12월 1일
AHE3TS005,M-망고주름T,Free,33000,티셔츠,2020,5월 1일
AGL3PT031,S-하늘미샤,L,69000,바지,2019,12월 1일
AHF3OP001,Q-배색주름원피스,Free,116100,원피스,2020,6월 1일
AHF7TS008,M-오레오반팔,Free,49000,티셔츠,2020,6월 1일
AHD3BL009,Q-레이디BL,Free,39000,블라우스,2020,4월 1일
AHF3PT022,M-큰체크배기SL,Free,29000,바지,2020,6월 1일
AHE3OP015,M-펀칭마,Free,66000,원피스,2020,5월 1일
AGK3PT010,S-TR통바지,Free,89000,바지,2019,11월 1일
AHD3BL016,Q-주름타이,Free,59000,블라우스,2020,4월 1일
AHF7OP009,레이세라OP,Free,88350,원피스,2020,6월 1일
AHE3DP005,Q-187쿨데일리,L,59000,데님,2020,5월 1일
AHG7SK005,프린트도형SK,Free,46550,스커트,2020,7월 1일
AGI3CA001,S-니트가디건,Free,29000,가디건,2019,9월 1일
AGL3OP021,S-벨트OPS,Free,79000,원피스,2019,12월 1일
AHF3TS024,M-레인보우페인팅,Free,13900,티셔츠,2020,6월 1일
AGJ3BL008,S-보그BR,Free,29000,블라우스,2019,10월 1일
AHE7JP001,스마일JP,Free,79000,점퍼,2020,5월 1일
AG2DKT006,B-마랑니트,Free,39000,니트,2019,
AHE7TS002,숨은여우T,Free,33000,티셔츠,2020,5월 1일
AGK3CT004,S-봉봉,Free,99000,코트,2019,11월 1일
AGI3PT006,S-루즈통PT,Free,49000,바지,2019,9월 1일
AHC3WS025,Q-에뜨로NB,Free,62300,남방,2020,3월 1일
AHE3BL008,Q-3단층BL,Free,41400,블라우스,2020,5월 1일
AGI3BL008,S-꽃줄,Free,35100,블라우스,2019,9월 1일
AHE3TS061,Q-실켓끈티,Free,33000,티셔츠,2020,5월 1일
AHE3CA007,S-앨리스프릴CA,Free,56000,가디건,2020,5월 1일
AGJ7JK006,THE블레더,Free,39000,자켓,2019,10월 1일
AHF3TS010,M-시스템배색,Free,59000,티셔츠,2020,6월 1일
AEC8OP009,321 3단롱OPS,Free,5000,원피스,2017,3월 1일
AGL3CA002,S-보나가디건,Free,59000,가디건,2019,12월 1일
AHF3OP016,Q-린넨꽃OPS,Free,93000,원피스,2020,6월 1일
AHF3VT012,S-체크조끼,Free,37050,베스트,2020,6월 1일
AHG3OP003,Q-루디아OPS,Free,40850,원피스,2020,7월 1일
AHC3TS013,S-시아,Free,16100,티셔츠,2020,3월 1일
AHE3BL027,S-시보리플라워,Free,71100,블라우스,2020,5월 1일
AGL3OP024,S-막OPS,Free,44100,원피스,2019,12월 1일
AHE7DP002,컬러스티치데님,Free,59000,데님,2020,5월 1일
AHC3TS043,Q-듀얼로켓맨투맨,Free,51100,티셔츠,2020,3월 1일
AHE3VT003,Q-후드청조끼,Free,46000,베스트,2020,5월 1일
AHE7PT002,옆지퍼니트PT,Free,46550,바지,2020,5월 1일
AHE3JK010,S-마자수카라,Free,93000,자켓,2020,5월 1일
AHB3JP012,Q-돗도레자자켓,Free,119000,점퍼,2020,2월 1일
AGJ3VT014,S-나염조끼,Free,59000,베스트,2019,10월 1일
AHC3PT029,Q-1268파스텔,L,48300,바지,2020,3월 1일
AHE3OP016,M-나염반팔,Free,49000,원피스,2020,5월 1일
AGL7KT026,낙낙돌돌이,Free,23000,니트,2019,12월 1일
AGL3VT016,S-인디언조끼,Free,39000,베스트,2019,12월 1일
AHE3PT014,S-체크포켓바지,Free,29000,바지,2020,5월 1일
AHE3TS008,M-주름티,Free,27550,티셔츠,2020,5월 1일
AHF3OP030,Q-타미캉캉OPS,Free,49000,원피스,2020,6월 1일
AHE7WS005,꽃로브NB,Free,23000,남방,2020,5월 1일
AHE3BL002,M-소매튤립,Free,38700,블라우스,2020,5월 1일
AHE3OP061,S-루즈OPS,Free,93000,원피스,2020,5월 1일
AGL7KT046,사각비폴라,Free,33000,니트,2019,12월 1일
AHD3BL013,Q-샐리5부,Free,79000,블라우스,2020,4월 1일
AHE3TS001,M-미로T,Free,59000,티셔츠,2020,5월 1일
AHE3KN002,M-잇N,Free,26000,니트나시,2020,5월 1일
AFI3DP009,C-338,M,53000,데님,2018,9월 1일
AHD3BL014,Q-시리주름,Free,71100,블라우스,2020,4월 1일
AHG3JK001,Q-쁘렌탕JK,Free,149000,자켓,2020,7월 1일
AHC3OP034,S-7009,Free,30100,원피스,2020,3월 1일
AHC3TS047,M-셔링폴라,Free,34300,티셔츠,2020,3월 1일
AHG3BL018,S-플리츠,Free,59850,블라우스,2020,7월 1일
AHG3DP001,M-쥬디리본벤딩청통바지,Free,29000,데님,2020,7월 1일
AHG3DP002,M-청통바지,Free,31350,데님,2020,7월 1일
AGL3TS043,S-데이비스맨투맨,Free,29000,티셔츠,2019,12월 1일
AHC3CT019,S-디케이BBY,Free,132300,코트,2020,3월 1일
AHG7WS006,M-화가NB,Free,49000,남방,2020,7월 1일
AHF3JP015,Z-썬H바람막이,Free,19000,점퍼,2020,6월 1일
AHC3BL048,S-불씨BL,Free,53200,블라우스,2020,3월 1일
AGL3KT057,S-체크폴라,Free,23000,니트,2019,12월 1일
AGK3PT020,S-비누배기,Free,89000,바지,2019,11월 1일
AHF3BL038,Z-소매나팔레이스BL,Free,23000,블라우스,2020,6월 1일
AHE3CA004,S-러버카라가디건,Free,59000,가디건,2020,5월 1일
AHF3SK003,S-도트망사SK,Free,69000,스커트,2020,6월 1일
AHF3VT002,Q-린넨조끼,Free,89000,베스트,2020,6월 1일
AGG3SK007,S-버튼린넨SK,Free,29700,스커트,2019,7월 1일
AGK3VT018,S-울헤링본VT,Free,109000,베스트,2019,11월 1일
AHF3TN001,M-레이스카라나시,Free,34200,티셔츠나시,2020,6월 1일
AHE3KT002,M-헤라V,Free,44100,니트,2020,5월 1일
AGJ3KT012,S-구슬꽃니트,Free,19000,니트,2019,10월 1일
AHF3BL035,Q-르니BL,Free,53100,블라우스,2020,6월 1일
AHG7BL014,M-선녀BL,Free,69000,블라우스,2020,7월 1일
AHC3JP016,Q-프라다잠바,Free,111300,점퍼,2020,3월 1일
AHF7WS004,M-레이스반NB,Free,49000,남방,2020,6월 1일
AHG7OP005,신전벨트OPS,Free,94050,원피스,2020,7월 1일
AHC3PT039,S-포인플리츠배기 ,Free,44100,바지,2020,3월 1일
AGI3TS046,S-보석포니,Free,29000,티셔츠,2019,9월 1일
AHG3WS009,S-청쉬폰숏,Free,31350,남방,2020,7월 1일
AHF3OP019,Q-카란OPS,Free,96000,원피스,2020,6월 1일
AHC3JK015,S-도트린넨JK,Free,104300,자켓,2020,3월 1일
AHF3JK015,M-또또린넨JK,Free,29700,자켓,2020,6월 1일
AHE3TS016,M-V넥별단가라T,Free,13900,티셔츠,2020,5월 1일
AHG3WS007,Z-배라아사면시스루비치남방,Free,24700,남방,2020,7월 1일
AHF3DP001,M-20059,Free,33000,데님,2020,6월 1일
AGL7KT021,인디아나KT,Free,29000,니트,2019,12월 1일
AHE3CA005,S-2022사슬후드CD,Free,33000,가디건,2020,5월 1일
AHF3BL032,Q-헤링본BL,Free,59000,블라우스,2020,6월 1일
AHF3BL041,M-단가라아미BL,Free,29000,블라우스,2020,6월 1일
AGI7SK006,단플레어,Free,53000,스커트,2019,9월 1일
AHF7KN001,M-모자소녀나시,Free,43000,니트나시,2020,6월 1일
AHC3JP023,S-나염후드JP,Free,125685,점퍼,2020,3월 1일
AHE3TS007,S-플리츠T,Free,74700,티셔츠,2020,5월 1일
AGG3BL082,S-클래식BL,Free,48300,블라우스,2019,7월 1일
AGL3PT033,S-보석찡반바지,Free,23000,바지,2019,12월 1일
AHG3TS043,Q-베이비불독BOX,Free,18050,티셔츠,2020,7월 1일
AHG3TS040,M-파보,Free,21850,티셔츠,2020,7월 1일
AHE7KT004,테디반팔,Free,44100,니트,2020,5월 1일
AHF3TS001,Q-영문훌테잎,Free,65550,티셔츠,2020,6월 1일
AFK3JP036,C-깨링패딩,Free,79000,점퍼,2018,11월 1일
AHF3OP017,Q-반오픈OPS,Free,49000,원피스,2020,6월 1일
AHF3WS004,S-펀치셔츠,Free,59000,남방,2020,6월 1일
AHC3SK004,Q-나오미SK,Free,41300,스커트,2020,3월 1일
AHC3CT013,S-카라와펜,Free,118300,코트,2020,3월 1일
AGH3PT031,S-스티치아이SL,Free,29000,바지,2019,8월 1일
AHF3TS034,M-기획베이글슬럽T,Free,16055,티셔츠,2020,6월 1일
AHC3OP018,S-202OPS,Free,51100,원피스,2020,3월 1일
AHF3BL027,S-산드로BL,Free,65700,블라우스,2020,6월 1일
AGA3JP023,이중카라,Free,199000,점퍼,2019,1월 1일
AHA7KT003,사선큐브KT,Free,33000,니트,2020,1월 1일
AHF7OP016,M-인디나시OP,Free,99000,원피스,2020,6월 1일
AHG3TS038,M-숄더패치T,Free,13205,티셔츠,2020,7월 1일
AHF3BL046,M-곤꽃자수,Free,46000,블라우스,2020,6월 1일
AHE3BL011,S-모던주름BL,Free,74700,블라우스,2020,5월 1일
AHF7PT002,Q-하인즈반PT,L,33000,바지,2020,6월 1일
AHB3SK007,S-도트주름SK,Free,29000,스커트,2020,2월 1일
AHF7BL015,펜슬사각배색BL,Free,56050,블라우스,2020,6월 1일
AHA7CA001,터널롱와리,Free,33000,가디건,2020,1월 1일
AHE7BL007,체키BL,Free,23000,블라우스,2020,5월 1일
AHE3TS053,Q-에이치,Free,23000,티셔츠,2020,5월 1일
AHF3OP014,Z-줄리엣OPS,Free,39000,원피스,2020,6월 1일
AHC3OP006,S-709잔꽃OPS,Free,27300,원피스,2020,3월 1일
AHH3DP004,Q-9851청,Free,33000,데님,2020,8월 1일
AGH3TN017,S-에이나시,Free,13300,티셔츠나시,2019,8월 1일
AHE3TS060,Q-트라이T,Free,23000,티셔츠,2020,5월 1일
AHF7BL011,셔링레이스브이,Free,35100,블라우스,2020,6월 1일
AHF3CA011,Q-피그먼트롱Y,Free,56700,가디건,2020,6월 1일
AHB3SK015,Q-리본SK,Free,30100,스커트,2020,2월 1일
AHE7BL008,장미BL,Free,49000,블라우스,2020,5월 1일
AHE7WS013,영문시스루NB,Free,59000,남방,2020,5월 1일
AHG7TS019,원더브이T,Free,33000,티셔츠,2020,7월 1일
AHG3DP006,Q-라이프슬림배기,M,66000,데님,2020,7월 1일
AHE3TS022,M-단추후드,Free,36000,티셔츠,2020,5월 1일
AHG3JK002,Q-타임마,Free,122550,자켓,2020,7월 1일
AHG7PT005,린넨끈배기,Free,37050,바지,2020,7월 1일
AGG3PT030,S-블랙홀반바지,Free,23000,바지,2019,7월 1일
AFK3KT022,A-입술라인니트,Free,9900,니트,2018,11월 1일
AHC3WS021,M-509체크,Free,34300,남방,2020,3월 1일
AHF3OP029,Q-멜본린넨OPS,Free,129000,원피스,2020,6월 1일
AHF3PT016,S-742배기,Free,68400,바지,2020,6월 1일
AHC3JK003,S-라울JK,Free,62300,자켓,2020,3월 1일
AHC3TS031,S-2001긴팔수소티,Free,30100,티셔츠,2020,3월 1일
AGD3JK019,S-구호마JK,Free,69000,자켓,2019,4월 1일
AHE3TS014,S-도형T,Free,43000,티셔츠,2020,5월 1일
AHF3TS004,M-로즈퍼프T,Free,49000,티셔츠,2020,6월 1일
AHG7OP002,M-알록달록OPS,Free,31350,원피스,2020,7월 1일
AGG3BL035,S-줄지어깨망사,Free,23000,블라우스,2019,7월 1일
AHF7OP015,가든랩OP,Free,78850,원피스,2020,6월 1일
AHD3KT001,S-나염니트,Free,35100,니트,2020,4월 1일
AHB3JP007,Q-27175버버리,Free,76300,점퍼,2020,2월 1일
AGH3BL064,S-밴드주름,Free,33000,블라우스,2019,8월 1일
AHE3JP005,S-망고JP,Free,99000,점퍼,2020,5월 1일
AHF3TS041,M-아트워싱BOX,Free,17100,티셔츠,2020,6월 1일
AHF3BL002,Q-진주BL,Free,62700,블라우스,2020,6월 1일
AHC3TS044,Q-랑방영문자수,Free,45990,티셔츠,2020,3월 1일
AHC3CT003,S-지컷체크후드,Free,118300,코트,2020,3월 1일
AGK7JP013,후드니트점퍼,Free,139000,점퍼,2019,11월 1일
AHE3LG004,S-나염9부,Free,26000,레깅스,2020,5월 1일
AHD3JK008,S-레드자켓,Free,79000,자켓,2020,4월 1일
AHD3TS028,S-플로우굴림,Free,13900,티셔츠,2020,4월 1일
AHF3PT011,S-바닐라통,Free,53000,바지,2020,6월 1일
AHF3CA017,Q-해바라기가디건,Free,40850,가디건,2020,6월 1일
AHF3PT013,Q-트임배기,L,56000,바지,2020,6월 1일
AHC3BL036,Q-무지스피치오,Free,76300,블라우스,2020,3월 1일
AHF3CA016,Q-마실꽃,Free,71100,가디건,2020,6월 1일
AHB3TS020,S-스마일포켓,Free,23000,티셔츠,2020,2월 1일
AHG3BL019,S-니콜,Free,66000,블라우스,2020,7월 1일
AGK3KT054,S-네일니트,Free,23000,니트,2019,11월 1일
AHC3BL008,Q-비비안BL,Free,89000,블라우스,2020,3월 1일
AGH3JK010,S-바레나린넨JK,Free,152100,자켓,2019,8월 1일
AHG7PT007,M-앞주름PT,Free,43000,바지,2020,7월 1일
AGI3BL012,S-피카소BL,Free,59000,블라우스,2019,9월 1일
AGL3TS008,S-별후드,Free,39000,티셔츠,2019,12월 1일
AHC3TS046,M-자개티,Free,49000,티셔츠,2020,3월 1일
AHG7WS009,M-커피파리스,Free,37050,남방,2020,7월 1일
AHB3TS008,Q-레더티,Free,43000,티셔츠,2020,2월 1일
AHE3CA002,Q-큐빅Y,Free,43000,가디건,2020,5월 1일
AHG3TS029,Z-조인티,Free,31350,티셔츠,2020,7월 1일
AHB3TS009,M-줄지옆트임티,Free,29000,티셔츠,2020,2월 1일
AHE3LG005,S-자라레깅스,Free,26000,레깅스,2020,5월 1일
AHE7BL018,솔솔BL,Free,33000,블라우스,2020,5월 1일
AHE3DP004,Q-188쿨컷팅,M,59000,데님,2020,5월 1일
AHE3TS040,S-줄리엣,Free,13205,티셔츠,2020,5월 1일
AHF3VT016,S-체크배색조끼,Free,69000,베스트,2020,6월 1일
AHF3ST001,M-소매셔링SET,Free,49000,세트,2020,6월 1일
AGG3PT021,S-1971SL,Free,23100,바지,2019,7월 1일
AEC8CD004,8308 인타CD,Free,5000,가디건1,2017,3월 1일
AHF3OP018,S-로리OPS,Free,88350,원피스,2020,6월 1일
AHE3PT010,S-조거PT,Free,43000,바지,2020,5월 1일
AHE3CA001,Q-지그재그Y,Free,56000,가디건,2020,5월 1일
AHE3OP012,Q-6160스카시(SET),Free,65700,원피스,2020,5월 1일
AHE3WS014,S-비비드라미NB,Free,79000,남방,2020,5월 1일
AHE7BL016,큰마반팔,Free,23000,블라우스,2020,5월 1일
AHE3KT014,S-개비니트,Free,29000,니트,2020,5월 1일
AGL7KT007,호피햅번KT,Free,49000,니트,2019,12월 1일
AHE7OP004,스모크반OP,Free,53100,원피스,2020,5월 1일
AHC3JK002,Q-팜므JK,Free,83300,자켓,2020,3월 1일
AHF7PT006,인디반바지,Free,27550,바지,2020,6월 1일
AHE7JP002,후드스트링,Free,59000,점퍼,2020,5월 1일
AHE3BL033,S-체크자수,Free,39000,블라우스,2020,5월 1일
AHF3BL048,Q-R반오픈,Free,46000,블라우스,2020,6월 1일
AGH3VT001,S-큐베스트,Free,79000,베스트,2019,8월 1일
AHC3PT013,S-손정완,Free,53200,바지,2020,3월 1일
AHF3DP012,Q-그린알파청,Free,66000,데님,2020,6월 1일
AHF3DP011,Q-색칠청반바지,Free,49000,데님,2020,6월 1일
AGC3OP028,A-실크나염OPS,Free,46550,원피스,2019,3월 1일
AHE3CT001,S-고트,Free,139000,코트,2020,5월 1일
AHE7WS010,터치반롱남방,Free,39000,남방,2020,5월 1일
AHE3OP045,Q-하늘롱OPS,Free,49000,원피스,2020,5월 1일
AHH3CA009,Z-앞주름하프Y,Free,39000,가디건,2020,8월 1일
AHE7TS015,위키T,Free,39000,티셔츠,2020,5월 1일
AHE3WS003,S-체크포켓마,Free,71100,남방,2020,5월 1일
AHF3BL008,M-수채화,Free,63000,블라우스,2020,6월 1일
AHF3BL042,Q-잉크ST/BL,Free,23000,블라우스,2020,6월 1일
AHD3JK005,S-줄자켓,Free,73000,자켓,2020,4월 1일
AGE7KN003,투어니트,Free,19000,니트나시,2019,5월 1일
AHD3OP006,S-후드OPS,Free,71100,원피스,2020,4월 1일
AHE7OP006,잔꽃브이OP,Free,59000,원피스,2020,5월 1일
AHG3TS042,Q-번아웃반팔,Free,21850,티셔츠,2020,7월 1일
AG2DVT011,B-모에조끼,Free,89000,베스트,2019,
AHE7TS010,톰패치반팔,Free,17100,티셔츠,2020,5월 1일
AHG7WS005,아이NB,Free,46550,남방,2020,7월 1일
AHF3TS029,Q-가방장식T,Free,36000,티셔츠,2020,6월 1일
AHF7BL009,물나염BL,Free,69000,블라우스,2020,6월 1일
AFE3PT307,플링언발PT2,M,9900,바지,2018,5월 1일
AGI3WS001,S-제니NB,Free,19000,남방,2019,9월 1일
AHG7WS004,M-자수패치남방,Free,65550,남방,2020,7월 1일
AHG3OP001,M-심플후드OPS,Free,37050,원피스,2020,7월 1일
AHE3TS010,S-민들레,Free,46000,티셔츠,2020,5월 1일
AHD3TN001,S-런닝나시,Free,16900,티셔츠나시,2020,4월 1일
AHE7KT005,체인백니트,Free,49000,니트,2020,5월 1일
AHC3TS014,S-더블유티,Free,32200,티셔츠,2020,3월 1일
AHF3BL039,Z-수술나염BL,Free,46000,블라우스,2020,6월 1일
AHF3BN003,M-세컨나시,Free,46000,블라우스나시,2020,6월 1일
AGK3VT019,S-밀링지VT,Free,59000,베스트,2019,11월 1일
AGG7DP005,데님치마반바지,Free,26100,데님,2019,7월 1일
AHG3WS004,M-비안아사남방,Free,53000,남방,2020,7월 1일
AHG3BL028,S-잔고방레이스,Free,27550,블라우스,2020,7월 1일
AHE7TS012,바우와우T,Free,29000,티셔츠,2020,5월 1일
AHF7OP019,M-수묵A원피스,Free,73000,원피스,2020,6월 1일
AHE3BL010,S-플라워BL,Free,79000,블라우스,2020,5월 1일
AHF3BL022,S-이브,Free,132050,블라우스,2020,6월 1일
AHG3OP041,S-60수멜본OPS,Free,93000,원피스,2020,7월 1일
AHF3BN004,Q-오션블라우스,Free,33000,블라우스나시,2020,6월 1일
AHG3PT030,Q-사각7부,L,43000,바지,2020,7월 1일
AHE3BL030,S-꽃BL,Free,59000,블라우스,2020,5월 1일
AHB3SK006,S-이중망사플리츠SK,Free,16100,스커트,2020,2월 1일
AGL3PT048,S-별배기,Free,49000,바지,2019,12월 1일
AHG3TS054,Q-프레임,Free,33000,티셔츠,2020,7월 1일
AHF3OP020,S-헤르메스OPS,Free,113050,원피스,2020,6월 1일
AHF7SK002,잔주름러플SK,Free,59000,스커트,2020,6월 1일
AHE7BL009,소매러플BL,Free,47700,블라우스,2020,5월 1일
AHE3JP009,S-마링JP,Free,179000,점퍼,2020,5월 1일
AHF3CA023,S-큐티볼레로,Free,39000,가디건,2020,6월 1일
AHD3BL002,S-면꽃자수,Free,53100,블라우스,2020,4월 1일
AHF7PT003,워싱배기,Free,43000,바지,2020,6월 1일
AHE3OP046,S-20S반팔퀸후드OPS,Free,46000,원피스,2020,5월 1일
AHF3BL034,S-지컷꽃자수,Free,73000,블라우스,2020,6월 1일
AHG7TS001,M-고양이집T,Free,39000,티셔츠,2020,7월 1일
AGQ3VT004,블루폭스,Free,792000,베스트,2019,
AHF3PT038,Q-통통롤업팬츠,Free,53000,바지,2020,6월 1일
AHE7BL003,노란꽃BL,Free,69000,블라우스,2020,5월 1일
AHF3TS044,Z-물고기,Free,56000,티셔츠,2020,6월 1일
AHH3TS019,M-쿠쿠T,Free,13900,티셔츠,2020,8월 1일
AHC3PT003,S-나팔스판,Free,44100,바지,2020,3월 1일
AHG7OP008,청핀탁원피스,Free,53000,원피스,2020,7월 1일
AHF7OP002,계단주름OP,Free,79000,원피스,2020,6월 1일
AHA3KT014,S-펭귄KT,Free,43000,니트,2020,1월 1일
AHF3BL049,Q-린넨나염R,Free,49000,블라우스,2020,6월 1일
AHG3OP045,S-체크지퍼OPS,Free,139000,원피스,2020,7월 1일
AHE3WS015,S-아방NB,Free,83000,남방,2020,5월 1일
AHE3ST002,S-1985세트,Free,33000,세트,2020,5월 1일
AHF7BN001,린넨짚나시,Free,29000,블라우스나시,2020,6월 1일
AGI7KT010,샤니트,Free,39000,니트,2019,9월 1일
AHE7TS026,베어나염,Free,33000,티셔츠,2020,5월 1일
AHF7OP003,잔꽃셔링OP,Free,79000,원피스,2020,6월 1일
AGG3KT003,S-카사리박스,Free,13000,니트,2019,7월 1일
AHE3OP037,S-셀레원피스,Free,19000,원피스,2020,5월 1일
AHF3DP014,Z-윙스스판청,Free,59000,데님,2020,6월 1일
AHF3TS019,Q-린자수T,Free,69000,티셔츠,2020,6월 1일
AHF3TS025,M-민소매고래T,Free,13900,티셔츠,2020,6월 1일
AHF3TS022,Q-아크네플라워,Free,66000,티셔츠,2020,6월 1일
AHB3CA003,S-속단가라DY,Free,55300,가디건,2020,2월 1일
AHE3SK016,Q-실키SK,Free,26000,스커트,2020,5월 1일
AHC3TS072,S-미키,Free,41300,티셔츠,2020,3월 1일
AHD3OP007,S-루즈브이OPS,Free,29000,원피스,2020,4월 1일
AGI3WS021,S-모던SH,Free,49000,남방,2019,9월 1일
AHF3TS030,Q-스펠링T,Free,23000,티셔츠,2020,6월 1일
AHE3OP033,S-슬림원피스,Free,13900,원피스,2020,5월 1일
AHF3BL016,Q-아폴로BL,Free,59000,블라우스,2020,6월 1일
AGH3TS050,S-슬럽루즈트임,Free,23000,티셔츠,2019,8월 1일
AHE3PT009,S-1323SL,Free,33000,바지,2020,5월 1일
AHC3TS026,S-소매셔링T,Free,44100,티셔츠,2020,3월 1일
AHF3VT018,S-원판초레오날로,Free,56700,베스트,2020,6월 1일
AHF7WS003,주름포켓남방,Free,83000,남방,2020,6월 1일
AHF7ST002,린넨나시JP세트,Free,69000,세트,2020,6월 1일
AHC3CA003,S-후드가디건,Free,44100,가디건,2020,3월 1일
AHE3LG002,Q-텐셀CS,Free,16900,레깅스,2020,5월 1일
AHG3OP044,Q-바비린넨점프슈트,Free,31350,원피스,2020,7월 1일
AGH3TN006,S-기본폴라,Free,49000,티셔츠나시,2019,8월 1일
AGG3OP042,S-630원피스,Free,56050,원피스,2019,7월 1일
AHE3OP032,S-마배색OPS,Free,53000,원피스,2020,5월 1일
AHG7BL030,핀물결BL,Free,37050,블라우스,2020,7월 1일
